_CASE_KEY,SORTING,EVENTTIME,ACTIVITY_EN,Automation
956,7655,4/27/18 17:25,Payment customer,B
957,7656,3/28/18 6:31,Order at the counter (shop),A
957,7657,3/28/18 6:34,Start preparing pizza,A
957,7658,3/28/18 6:40,Start baking pizza,A
957,7659,3/28/18 6:52,Baking pizza ready,B
957,7660,3/28/18 6:52,Payment customer,A
958,7661,3/11/18 4:41,Start order website,A
958,7662,3/11/18 4:44,Receive order website,A
958,7663,3/11/18 4:44,Approve order website,A
958,7664,3/11/18 4:51,Start preparing pizza,B
958,7665,3/11/18 4:53,Start baking pizza,B
958,7666,3/11/18 5:04,Start preparing pizza,A
958,7667,3/11/18 5:07,Start baking pizza,B
958,7668,3/11/18 5:18,Baking pizza ready,A
958,7669,3/11/18 5:23,Plan route,A
958,7670,3/11/18 5:25,Departure pizza,A
958,7671,3/11/18 5:31,Pizza arrives at customer,A
958,7672,3/11/18 5:43,Payment customer,B
959,7673,3/24/18 9:42,Order at the counter (shop),A
959,7674,3/24/18 9:42,Start preparing pizza,B
959,7675,3/24/18 9:45,Start baking pizza,A
959,7676,3/24/18 9:52,Baking pizza ready,A
959,7677,3/24/18 9:53,Payment customer,A
960,7678,4/9/18 3:53,Order by phone,A
960,7679,4/9/18 3:56,Start preparing pizza,A
960,7680,4/9/18 4:01,Start baking pizza,A
960,7681,4/9/18 4:13,Baking pizza ready,A
960,7682,4/9/18 4:18,Start preparing pizza,A
960,7683,4/9/18 4:19,Start baking pizza,A
960,7684,4/9/18 4:31,Departure pizza,B
960,7685,4/9/18 4:31,Baking pizza ready,B
960,7686,4/9/18 4:31,Plan route,A
960,7687,4/9/18 4:32,Pizza arrives at customer,A
960,7688,4/9/18 4:51,Payment customer,A
961,7689,4/20/18 6:57,Order by phone,A
961,7690,4/20/18 7:00,Start preparing pizza,A
961,7691,4/20/18 7:07,Start baking pizza,A
961,7692,4/20/18 7:09,Baking pizza ready,B
961,7693,4/20/18 7:13,Plan route,A
961,7694,4/20/18 7:15,Departure pizza,A
961,7695,4/20/18 7:16,Pizza arrives at customer,B
961,7696,4/20/18 7:55,Payment customer,A
962,7697,7/10/18 9:26,Order by phone,A
962,7698,7/10/18 9:27,Start preparing pizza,A
962,7699,7/10/18 9:33,Start baking pizza,A
962,7700,7/10/18 9:38,Baking pizza ready,A
962,7701,7/10/18 9:41,Plan route,A
962,7702,7/10/18 9:44,Pizza arrives at customer,B
962,7703,7/10/18 9:44,Departure pizza,A
962,7704,7/10/18 9:52,Payment customer,B
963,7705,5/17/18 4:57,Order by phone,A
963,7706,5/17/18 4:59,Start preparing pizza,A
963,7707,5/17/18 5:02,Start baking pizza,B
963,7708,5/17/18 5:10,Baking pizza ready,B
963,7709,5/17/18 5:11,Plan route,B
963,7710,5/17/18 5:16,Departure pizza,A
963,7711,5/17/18 5:23,Pizza arrives at customer,A
963,7712,5/17/18 5:24,Payment customer,A
964,7713,6/8/18 11:16,Order by phone,A
964,7714,6/8/18 11:18,Start preparing pizza,A
964,7715,6/8/18 11:19,Start baking pizza,A
964,7716,6/8/18 11:33,Baking pizza ready,A
964,7717,6/8/18 11:40,Start preparing pizza,B
964,7718,6/8/18 11:43,Start baking pizza,A
964,7719,6/8/18 11:50,Baking pizza ready,A
964,7720,6/8/18 11:55,Plan route,A
964,7721,6/8/18 11:57,Departure pizza,A
964,7722,6/8/18 11:57,Pizza arrives at customer,B
964,7723,6/8/18 12:33,Payment customer,A
965,7724,4/2/18 20:56,Order at the counter (shop),B
965,7725,4/2/18 20:57,Start preparing pizza,A
965,7726,4/2/18 21:03,Start baking pizza,B
965,7727,4/2/18 21:04,Baking pizza ready,A
965,7728,4/2/18 21:05,Payment customer,B
966,7729,3/31/18 9:44,Order by phone,A
966,7730,3/31/18 9:45,Start preparing pizza,A
966,7731,3/31/18 9:50,Start baking pizza,A
966,7732,3/31/18 9:58,Baking pizza ready,B
966,7733,3/31/18 9:58,Departure pizza,A
966,7734,3/31/18 9:58,Plan route,A
966,7735,3/31/18 10:07,Pizza arrives at customer,B
966,7736,3/31/18 10:29,Payment customer,B
967,7737,3/31/18 5:30,Order at the counter (shop),A
967,7738,3/31/18 5:32,Start preparing pizza,A
967,7739,3/31/18 5:39,Start baking pizza,A
967,7740,3/31/18 5:41,Payment customer,A
967,7741,3/31/18 5:41,Baking pizza ready,A
968,7742,2/3/18 7:27,Start preparing pizza,A
968,7743,2/3/18 7:27,Order by phone,A
968,7744,2/3/18 7:33,Start baking pizza,A
968,7745,2/3/18 7:37,Baking pizza ready,A
968,7746,2/3/18 7:41,Start baking pizza,A
968,7747,2/3/18 7:41,Start preparing pizza,A
968,7748,2/3/18 7:47,Baking pizza ready,A
968,7749,2/3/18 7:50,Departure pizza,A
968,7750,2/3/18 7:50,Plan route,A
968,7751,2/3/18 7:55,Pizza arrives at customer,A
968,7752,2/3/18 8:29,Payment customer,A
970,7753,5/14/18 2:57,Order by phone,A
970,7754,5/14/18 3:00,Start baking pizza,A
970,7755,5/14/18 3:00,Start preparing pizza,A
970,7756,5/14/18 3:17,Baking pizza ready,A
970,7757,5/14/18 3:19,Start preparing pizza,A
970,7758,5/14/18 3:24,Start baking pizza,A
970,7759,5/14/18 3:35,Baking pizza ready,A
970,7760,5/14/18 3:39,Plan route,B
970,7761,5/14/18 3:41,Departure pizza,B
970,7762,5/14/18 3:47,Pizza arrives at customer,A
970,7763,5/14/18 4:20,Payment customer,A
971,7764,3/20/18 18:49,Order at the counter (shop),A
971,7765,3/20/18 18:49,Start preparing pizza,A
971,7766,3/20/18 18:51,Start baking pizza,A
971,7767,3/20/18 19:03,Baking pizza ready,B
971,7768,3/20/18 19:04,Payment customer,A
972,7769,6/21/18 3:26,Start order website,A
972,7770,6/21/18 3:29,Approve order website,A
972,7771,6/21/18 3:30,Receive order website,A
972,7772,6/21/18 3:36,Start preparing pizza,B
972,7773,6/21/18 3:36,Payment via credit card,B
972,7774,6/21/18 3:39,Start baking pizza,A
972,7775,6/21/18 3:49,Plan route,A
972,7776,6/21/18 3:49,Baking pizza ready,A
972,7777,6/21/18 3:53,Departure pizza,B
972,7778,6/21/18 4:01,Pizza arrives at customer,A
972,7779,6/21/18 4:03,Pizza received,B
973,7780,4/14/18 12:13,Order at the counter (shop),A
973,7781,4/14/18 12:16,Start preparing pizza,A
973,7782,4/14/18 12:20,Start baking pizza,A
973,7783,4/14/18 12:22,Baking pizza ready,B
973,7784,4/14/18 12:23,Payment customer,A
974,7785,5/9/18 4:10,Start preparing pizza,A
974,7786,5/9/18 4:10,Order by phone,A
974,7787,5/9/18 4:16,Start baking pizza,B
974,7788,5/9/18 4:27,Baking pizza ready,A
974,7789,5/9/18 4:30,Start preparing pizza,A
974,7790,5/9/18 4:35,Start baking pizza,A
974,7791,5/9/18 4:46,Baking pizza ready,A
974,7792,5/9/18 4:50,Departure pizza,B
974,7793,5/9/18 4:50,Plan route,A
974,7794,5/9/18 4:59,Pizza arrives at customer,A
974,7795,5/9/18 5:22,Payment customer,A
975,7796,3/29/18 5:48,Order by phone,A
975,7797,3/29/18 5:51,Start preparing pizza,A
975,7798,3/29/18 5:55,Start baking pizza,B
975,7799,3/29/18 5:58,Baking pizza ready,A
975,7800,3/29/18 5:58,Departure pizza,A
975,7801,3/29/18 5:58,Plan route,A
975,7802,3/29/18 6:03,Pizza arrives at customer,B
975,7803,3/29/18 6:35,Payment customer,A
976,7804,4/3/18 12:01,Order by phone,A
976,7805,4/3/18 12:03,Start preparing pizza,A
976,7806,4/3/18 12:06,Call Customer,A
976,7807,4/3/18 12:13,Start preparing pizza,A
976,7808,4/3/18 12:14,Start baking pizza,A
976,7809,4/3/18 12:17,Baking pizza ready,A
976,7810,4/3/18 12:20,Plan route,A
976,7811,4/3/18 12:21,Departure pizza,B
976,7812,4/3/18 12:25,Pizza arrives at customer,B
976,7813,4/3/18 12:28,Payment customer,B
977,7814,5/18/18 23:28,Order by phone,A
977,7815,5/18/18 23:31,Start preparing pizza,A
977,7816,5/18/18 23:35,Call Customer,A
977,7817,5/18/18 23:35,Start preparing pizza,A
977,7818,5/18/18 23:42,Start baking pizza,A
977,7819,5/18/18 23:49,Baking pizza ready,A
977,7820,5/18/18 23:50,Plan route,A
977,7821,5/18/18 23:54,Departure pizza,A
977,7822,5/19/18 0:02,Pizza arrives at customer,A
977,7823,5/19/18 0:03,Payment customer,B
978,7824,4/30/18 19:08,Start preparing pizza,A
978,7825,4/30/18 19:08,Order by phone,A
978,7826,4/30/18 19:14,Start baking pizza,B
978,7827,4/30/18 19:16,Baking pizza ready,B
978,7828,4/30/18 19:20,Departure pizza,A
978,7829,4/30/18 19:20,Pizza arrives at customer,B
978,7830,4/30/18 19:20,Plan route,A
978,7831,4/30/18 19:54,Payment customer,A
979,7832,5/17/18 14:28,Order by phone,A
979,7833,5/17/18 14:29,Start preparing pizza,A
979,7834,5/17/18 14:35,Start baking pizza,A
979,7835,5/17/18 14:48,Baking pizza ready,B
979,7836,5/17/18 14:48,Plan route,A
979,7837,5/17/18 14:50,Departure pizza,A
979,7838,5/17/18 14:59,Pizza arrives at customer,B
979,7839,5/17/18 15:17,Payment customer,A
980,7840,3/29/18 18:55,Order at the counter (shop),A
980,7841,3/29/18 18:58,Start preparing pizza,A
980,7842,3/29/18 19:02,Start baking pizza,A
980,7843,3/29/18 19:15,Payment customer,A
980,7844,3/29/18 19:15,Baking pizza ready,A
981,7845,2/20/18 4:34,Order by phone,A
981,7846,2/20/18 4:35,Start preparing pizza,B
981,7847,2/20/18 4:38,Start baking pizza,A
981,7848,2/20/18 4:40,Departure pizza,B
981,7849,2/20/18 4:40,Plan route,A
981,7850,2/20/18 4:40,Baking pizza ready,B
981,7851,2/20/18 4:42,Pizza arrives at customer,A
981,7852,2/20/18 4:58,Payment customer,A
982,7853,4/3/18 4:30,Order by phone,A
982,7854,4/3/18 4:30,Start preparing pizza,A
982,7855,4/3/18 4:31,Start baking pizza,A
982,7856,4/3/18 4:42,Baking pizza ready,A
982,7857,4/3/18 4:45,Departure pizza,A
982,7858,4/3/18 4:45,Plan route,A
982,7859,4/3/18 4:50,Pizza arrives at customer,A
982,7860,4/3/18 5:16,Payment customer,A
983,7861,3/5/18 19:26,Order by phone,A
983,7862,3/5/18 19:27,Start preparing pizza,A
983,7863,3/5/18 19:36,Call Customer,A
983,7864,3/5/18 19:37,Start preparing pizza,A
983,7865,3/5/18 19:44,Start baking pizza,B
983,7866,3/5/18 19:51,Baking pizza ready,A
983,7867,3/5/18 19:52,Plan route,A
983,7868,3/5/18 19:57,Departure pizza,A
983,7869,3/5/18 20:02,Pizza arrives at customer,B
983,7870,3/5/18 20:06,Payment customer,B
984,7871,4/26/18 5:52,Start order website,A
984,7872,4/26/18 5:57,Receive order website,A
984,7873,4/26/18 5:57,Approve order website,A
984,7874,4/26/18 6:04,Payment via credit card,B
984,7875,4/26/18 6:08,Start preparing pizza,B
984,7876,4/26/18 6:15,Start baking pizza,A
984,7877,4/26/18 6:25,Baking pizza ready,A
984,7878,4/26/18 6:27,Plan route,A
984,7879,4/26/18 6:30,Departure pizza,B
984,7880,4/26/18 6:35,Pizza arrives at customer,A
984,7881,4/26/18 7:03,Pizza received,B
986,7882,4/30/18 3:55,Start order website,A
986,7883,4/30/18 3:56,Approve order website,A
986,7884,4/30/18 3:57,Receive order website,A
986,7885,4/30/18 3:59,Start preparing pizza,A
986,7886,4/30/18 4:01,Start baking pizza,B
986,7887,4/30/18 4:05,Start preparing pizza,A
986,7888,4/30/18 4:09,Start baking pizza,A
986,7889,4/30/18 4:09,Baking pizza ready,A
986,7890,4/30/18 4:10,Plan route,B
986,7891,4/30/18 4:14,Departure pizza,A
986,7892,4/30/18 4:23,Pizza arrives at customer,A
986,7893,4/30/18 4:58,Payment customer,A
987,7894,2/6/18 2:18,Order by phone,A
987,7895,2/6/18 2:21,Start preparing pizza,A
987,7896,2/6/18 2:28,Start baking pizza,B
987,7897,2/6/18 2:37,Baking pizza ready,A
987,7898,2/6/18 2:42,Start preparing pizza,A
987,7899,2/6/18 2:46,Start baking pizza,A
987,7900,2/6/18 2:57,Baking pizza ready,A
987,7901,2/6/18 3:02,Plan route,A
987,7902,2/6/18 3:03,Departure pizza,A
987,7903,2/6/18 3:09,Pizza arrives at customer,A
987,7904,2/6/18 3:39,Payment customer,A
989,7905,5/27/18 17:10,Order by phone,A
989,7906,5/27/18 17:12,Start preparing pizza,B
989,7907,5/27/18 17:14,Start baking pizza,B
989,7908,5/27/18 17:31,Baking pizza ready,B
989,7909,5/27/18 17:40,Start preparing pizza,B
989,7910,5/27/18 17:46,Start baking pizza,A
989,7911,5/27/18 17:49,Baking pizza ready,A
989,7912,5/27/18 17:52,Plan route,A
989,7913,5/27/18 17:56,Departure pizza,A
989,7914,5/27/18 18:02,Pizza arrives at customer,B
989,7915,5/27/18 18:03,Payment customer,B
990,7916,5/17/18 20:11,Start order website,A
990,7917,5/17/18 20:14,Approve order website,A
990,7918,5/17/18 20:14,Receive order website,A
990,7919,5/17/18 20:18,Payment via credit card,A
990,7920,5/17/18 20:21,Call Customer,A
990,7921,5/17/18 20:22,Start preparing pizza,A
990,7922,5/17/18 20:22,Start baking pizza,A
991,7923,3/20/18 19:29,Order by phone,A
991,7924,3/20/18 19:32,Start preparing pizza,A
991,7925,3/20/18 19:33,Start baking pizza,B
991,7926,3/20/18 19:42,Start baking pizza,A
991,7927,3/20/18 19:42,Baking pizza ready,A
991,7928,3/20/18 19:42,Start preparing pizza,A
991,7929,3/20/18 19:43,Baking pizza ready,A
991,7930,3/20/18 19:44,Plan route,A
991,7931,3/20/18 19:44,Departure pizza,B
991,7932,3/20/18 19:47,Pizza arrives at customer,B
991,7933,3/20/18 20:17,Payment customer,A
992,7934,3/20/18 4:44,Start preparing pizza,A
992,7935,3/20/18 4:44,Order by phone,B
992,7936,3/20/18 4:52,Call Customer,A
992,7937,3/20/18 4:53,Start preparing pizza,A
992,7938,3/20/18 4:58,Start baking pizza,B
992,7939,3/20/18 5:10,Baking pizza ready,B
992,7940,3/20/18 5:10,Plan route,A
992,7941,3/20/18 5:14,Departure pizza,B
992,7942,3/20/18 5:20,Pizza arrives at customer,A
992,7943,3/20/18 5:45,Payment customer,B
993,7944,1/23/18 2:13,Order by phone,A
993,7945,1/23/18 2:16,Start preparing pizza,A
993,7946,1/23/18 2:23,Baking pizza ready,A
993,7947,1/23/18 2:23,Start baking pizza,A
993,7948,1/23/18 2:28,Plan route,A
993,7949,1/23/18 2:31,Departure pizza,A
993,7950,1/23/18 2:36,Pizza arrives at customer,B
993,7951,1/23/18 2:40,Payment customer,B
994,7952,4/23/18 19:00,Order by phone,A
994,7953,4/23/18 19:03,Start baking pizza,A
994,7954,4/23/18 19:03,Start preparing pizza,A
994,7955,4/23/18 19:11,Baking pizza ready,B
994,7956,4/23/18 19:16,Plan route,B
994,7957,4/23/18 19:18,Departure pizza,A
994,7958,4/23/18 19:26,Pizza arrives at customer,A
994,7959,4/23/18 19:46,Payment customer,A
995,7960,5/21/18 13:33,Order at the counter (shop),A
995,7961,5/21/18 13:34,Start preparing pizza,A
995,7962,5/21/18 13:36,Start baking pizza,B
995,7963,5/21/18 13:44,Baking pizza ready,A
995,7964,5/21/18 13:45,Payment customer,A
996,7965,4/15/18 10:01,Order at the counter (shop),A
996,7966,4/15/18 10:03,Start preparing pizza,B
996,7967,4/15/18 10:09,Start baking pizza,B
996,7968,4/15/18 10:22,Baking pizza ready,A
996,7969,4/15/18 10:23,Payment customer,A
997,7970,2/24/18 7:04,Order at the counter (shop),A
997,7971,2/24/18 7:06,Start preparing pizza,A
997,7972,2/24/18 7:10,Start baking pizza,B
997,7973,2/24/18 7:10,Baking pizza ready,A
997,7974,2/24/18 7:11,Payment customer,B
998,7975,2/27/18 10:08,Start preparing pizza,A
998,7976,2/27/18 10:08,Order by phone,A
998,7977,2/27/18 10:15,Start baking pizza,A
998,7978,2/27/18 10:24,Baking pizza ready,A
998,7979,2/27/18 10:27,Plan route,B
998,7980,2/27/18 10:31,Departure pizza,B
998,7981,2/27/18 10:39,Payment customer,A
998,7982,2/27/18 10:39,Pizza arrives at customer,B
999,7983,2/16/18 23:42,Order at the counter (shop),A
999,7984,2/16/18 23:44,Start preparing pizza,A
999,7985,2/16/18 23:47,Baking pizza ready,A
999,7986,2/16/18 23:47,Start baking pizza,A
999,7987,2/16/18 23:48,Payment customer,A
1001,7988,3/1/18 3:25,Order by phone,A
1001,7989,3/1/18 3:28,Start preparing pizza,A
1001,7990,3/1/18 3:35,Start baking pizza,A
1001,7991,3/1/18 3:39,Baking pizza ready,B
1001,7992,3/1/18 3:43,Plan route,A
1001,7993,3/1/18 3:48,Departure pizza,B
1001,7994,3/1/18 3:49,Pizza arrives at customer,A
1001,7995,3/1/18 4:05,Payment customer,A
1002,7996,5/19/18 15:29,Order by phone,B
1002,7997,5/19/18 15:32,Start preparing pizza,A
1002,7998,5/19/18 15:34,Start baking pizza,A
1002,7999,5/19/18 15:44,Baking pizza ready,A
1002,8000,5/19/18 15:47,Start preparing pizza,B
1002,8001,5/19/18 15:49,Start baking pizza,A
1002,8002,5/19/18 15:57,Baking pizza ready,B
1002,8003,5/19/18 16:01,Departure pizza,A
1002,8004,5/19/18 16:01,Plan route,B
1002,8005,5/19/18 16:08,Pizza arrives at customer,A
1002,8006,5/19/18 16:25,Payment customer,A
1003,8007,5/3/18 21:14,Start order website,A
1003,8008,5/3/18 21:16,Approve order website,B
1003,8009,5/3/18 21:17,Receive order website,A
1003,8010,5/3/18 21:20,Call Customer,A
1003,8011,5/3/18 21:23,Start preparing pizza,A
1003,8012,5/3/18 21:28,Start baking pizza,A
1003,8013,5/3/18 21:34,Baking pizza ready,B
1003,8014,5/3/18 21:37,Plan route,A
1003,8015,5/3/18 21:41,Departure pizza,A
1003,8016,5/3/18 21:48,Pizza arrives at customer,B
1003,8017,5/3/18 22:15,Payment customer,A
1004,8018,3/12/18 14:19,Order by phone,A
1004,8019,3/12/18 14:19,Start preparing pizza,A
1004,8020,3/12/18 14:25,Start baking pizza,A
1004,8021,3/12/18 14:33,Start preparing pizza,B
1004,8022,3/12/18 14:33,Baking pizza ready,A
1004,8023,3/12/18 14:38,Start baking pizza,A
1004,8024,3/12/18 14:40,Baking pizza ready,A
1004,8025,3/12/18 14:46,Plan route,A
1004,8026,3/12/18 14:51,Departure pizza,B
1004,8027,3/12/18 15:00,Pizza arrives at customer,A
1004,8028,3/12/18 15:16,Payment customer,A
1006,8029,5/15/18 16:58,Order at the counter (shop),A
1006,8030,5/15/18 17:01,Start preparing pizza,A
1006,8031,5/15/18 17:05,Start baking pizza,B
1006,8032,5/15/18 17:08,Baking pizza ready,A
1006,8033,5/15/18 17:09,Payment customer,A
1007,8034,6/15/18 4:33,Order by phone,A
1007,8035,6/15/18 4:34,Start preparing pizza,B
1007,8036,6/15/18 4:35,Start baking pizza,B
1007,8037,6/15/18 4:38,Plan route,A
1007,8038,6/15/18 4:38,Baking pizza ready,A
1007,8039,6/15/18 4:40,Departure pizza,A
1007,8040,6/15/18 4:47,Pizza arrives at customer,A
1007,8041,6/15/18 5:05,Payment customer,A
1008,8042,4/14/18 16:07,Start preparing pizza,A
1008,8043,4/14/18 16:07,Order by phone,A
1008,8044,4/14/18 16:09,Baking pizza ready,A
1008,8045,4/14/18 16:09,Start baking pizza,A
1008,8046,4/14/18 16:10,Plan route,A
1008,8047,4/14/18 16:14,Departure pizza,A
1008,8048,4/14/18 16:20,Pizza arrives at customer,B
1008,8049,4/14/18 16:21,Payment customer,B
1009,8050,3/17/18 16:17,Start order website,A
1009,8051,3/17/18 16:26,Approve order website,A
1009,8052,3/17/18 16:27,Receive order website,A
1009,8053,3/17/18 16:35,Payment via credit card,B
1009,8054,3/17/18 16:40,Start preparing pizza,B
1009,8055,3/17/18 16:42,Start baking pizza,A
1009,8056,3/17/18 16:51,Baking pizza ready,A
1009,8057,3/17/18 16:51,Plan route,A
1009,8058,3/17/18 16:52,Departure pizza,A
1009,8059,3/17/18 16:56,Pizza received,B
1009,8060,3/17/18 16:56,Pizza arrives at customer,B
1010,8061,5/12/18 12:42,Order at the counter (shop),A
1010,8062,5/12/18 12:42,Start preparing pizza,A
1010,8063,5/12/18 12:46,Start baking pizza,A
1010,8064,5/12/18 12:59,Baking pizza ready,A
1010,8065,5/12/18 13:00,Payment customer,A
1012,8066,7/5/18 16:57,Start order website,A
1012,8067,7/5/18 17:10,Approve order website,B
1012,8068,7/5/18 17:10,Receive order website,A
1012,8069,7/5/18 17:17,Call Customer,A
1012,8070,7/5/18 17:17,Start baking pizza,A
1012,8071,7/5/18 17:17,Start preparing pizza,A
1012,8072,7/5/18 17:29,Baking pizza ready,A
1012,8073,7/5/18 17:31,Plan route,A
1012,8074,7/5/18 17:33,Departure pizza,A
1012,8075,7/5/18 17:42,Pizza arrives at customer,B
1012,8076,7/5/18 18:09,Payment customer,B
1013,8077,1/27/18 19:57,Receive order website,A
1013,8078,1/27/18 19:57,Start order website,A
1013,8079,1/27/18 19:57,Approve order website,A
1013,8080,1/27/18 20:06,Start preparing pizza,A
1013,8081,1/27/18 20:06,Start baking pizza,A
1013,8082,1/27/18 20:14,Start preparing pizza,A
1013,8083,1/27/18 20:15,Start baking pizza,A
1013,8084,1/27/18 20:23,Baking pizza ready,A
1013,8085,1/27/18 20:25,Departure pizza,A
1013,8086,1/27/18 20:25,Plan route,A
1013,8087,1/27/18 20:29,Pizza arrives at customer,A
1013,8088,1/27/18 21:02,Payment customer,B
1014,8089,3/6/18 0:01,Order at the counter (shop),A
1014,8090,3/6/18 0:03,Start preparing pizza,A
1014,8091,3/6/18 0:04,Start baking pizza,A
1014,8092,3/6/18 0:06,Baking pizza ready,B
1014,8093,3/6/18 0:07,Payment customer,A
1015,8094,2/21/18 2:30,Start preparing pizza,A
1015,8095,2/21/18 2:30,Order at the counter (shop),A
1015,8096,2/21/18 2:37,Start baking pizza,A
1015,8097,2/21/18 2:47,Baking pizza ready,A
1015,8098,2/21/18 2:47,Payment customer,B
1016,8099,5/26/18 16:39,Order by phone,A
1016,8100,5/26/18 16:40,Call Customer,A
1016,8101,5/26/18 16:40,Start preparing pizza,A
1016,8102,5/26/18 16:47,Start baking pizza,B
1016,8103,5/26/18 16:47,Start preparing pizza,B
1016,8104,5/26/18 16:50,Baking pizza ready,B
1016,8105,5/26/18 16:50,Plan route,A
1016,8106,5/26/18 16:51,Departure pizza,B
1016,8107,5/26/18 16:56,Pizza arrives at customer,B
1016,8108,5/26/18 17:08,Payment customer,A
1017,8109,4/6/18 14:06,Order at the counter (shop),A
1017,8110,4/6/18 14:07,Start preparing pizza,A
1017,8111,4/6/18 14:10,Baking pizza ready,A
1017,8112,4/6/18 14:10,Start baking pizza,A
1017,8113,4/6/18 14:10,Payment customer,A
1018,8114,2/27/18 1:47,Order by phone,B
1018,8115,2/27/18 1:50,Start preparing pizza,A
1018,8116,2/27/18 1:54,Call Customer,A
1018,8117,2/27/18 1:55,Start preparing pizza,B
1018,8118,2/27/18 1:59,Start baking pizza,A
1018,8119,2/27/18 2:04,Baking pizza ready,A
1018,8120,2/27/18 2:06,Plan route,B
1018,8121,2/27/18 2:06,Departure pizza,B
1018,8122,2/27/18 2:08,Pizza arrives at customer,B
1018,8123,2/27/18 2:12,Payment customer,A
1019,8124,2/22/18 14:59,Order by phone,A
1019,8125,2/22/18 15:01,Start preparing pizza,A
1019,8126,2/22/18 15:03,Start baking pizza,A
1019,8127,2/22/18 15:21,Baking pizza ready,B
1019,8128,2/22/18 15:28,Start baking pizza,A
1019,8129,2/22/18 15:28,Start preparing pizza,B
1019,8130,2/22/18 15:29,Baking pizza ready,B
1019,8131,2/22/18 15:36,Plan route,A
1019,8132,2/22/18 15:41,Departure pizza,B
1019,8133,2/22/18 15:50,Pizza arrives at customer,A
1019,8134,2/22/18 16:26,Payment customer,A
1020,8135,3/2/18 15:13,Order by phone,A
1020,8136,3/2/18 15:16,Start preparing pizza,B
1020,8137,3/2/18 15:23,Call Customer,A
1020,8138,3/2/18 15:26,Start preparing pizza,B
1020,8139,3/2/18 15:31,Start baking pizza,A
1020,8140,3/2/18 15:41,Baking pizza ready,B
1020,8141,3/2/18 15:42,Departure pizza,A
1020,8142,3/2/18 15:42,Plan route,A
1020,8143,3/2/18 15:51,Pizza arrives at customer,A
1020,8144,3/2/18 16:03,Payment customer,B
1021,8145,6/3/18 12:29,Order by phone,A
1021,8146,6/3/18 12:31,Start preparing pizza,A
1021,8147,6/3/18 12:33,Call Customer,A
1021,8148,6/3/18 12:35,Start preparing pizza,B
1021,8149,6/3/18 12:37,Start baking pizza,A
1021,8150,6/3/18 12:41,Baking pizza ready,A
1021,8151,6/3/18 12:44,Plan route,A
1021,8152,6/3/18 12:48,Departure pizza,A
1021,8153,6/3/18 12:55,Pizza arrives at customer,A
1021,8154,6/3/18 12:56,Payment customer,A
1022,8155,4/22/18 19:14,Order by phone,A
1022,8156,4/22/18 19:15,Start preparing pizza,A
1022,8157,4/22/18 19:19,Start baking pizza,A
1022,8158,4/22/18 19:32,Baking pizza ready,A
1022,8159,4/22/18 19:39,Start preparing pizza,A
1022,8160,4/22/18 19:42,Start baking pizza,A
1022,8161,4/22/18 19:45,Baking pizza ready,A
1022,8162,4/22/18 19:46,Plan route,A
1022,8163,4/22/18 19:46,Departure pizza,A
1022,8164,4/22/18 19:50,Pizza arrives at customer,A
1022,8165,4/22/18 20:17,Payment customer,A
1023,8166,2/19/18 14:39,Order at the counter (shop),A
1023,8167,2/19/18 14:42,Start preparing pizza,B
1023,8168,2/19/18 14:43,Start baking pizza,A
1023,8169,2/19/18 14:47,Baking pizza ready,A
1023,8170,2/19/18 14:48,Payment customer,A
1024,8171,4/3/18 7:07,Order by phone,A
1024,8172,4/3/18 7:09,Start baking pizza,B
1024,8173,4/3/18 7:09,Start preparing pizza,A
1024,8174,4/3/18 7:15,Baking pizza ready,A
1024,8175,4/3/18 7:15,Plan route,A
1024,8176,4/3/18 7:18,Departure pizza,A
1024,8177,4/3/18 7:26,Pizza arrives at customer,B
1024,8178,4/3/18 7:38,Payment customer,B
1026,8179,6/10/18 7:52,Order by phone,A
1026,8180,6/10/18 7:53,Start preparing pizza,A
1026,8181,6/10/18 7:59,Start baking pizza,B
1026,8182,6/10/18 8:12,Baking pizza ready,A
1026,8183,6/10/18 8:16,Departure pizza,B
1026,8184,6/10/18 8:16,Plan route,A
1026,8185,6/10/18 8:20,Pizza arrives at customer,B
1026,8186,6/10/18 8:41,Payment customer,B
1027,8187,3/10/18 18:14,Order by phone,A
1027,8188,3/10/18 18:16,Start baking pizza,A
1027,8189,3/10/18 18:16,Start preparing pizza,A
1027,8190,3/10/18 18:18,Start preparing pizza,A
1027,8191,3/10/18 18:18,Baking pizza ready,A
1027,8192,3/10/18 18:23,Baking pizza ready,B
1027,8193,3/10/18 18:23,Start baking pizza,A
1027,8194,3/10/18 18:27,Plan route,B
1027,8195,3/10/18 18:30,Departure pizza,A
1027,8196,3/10/18 18:32,Pizza arrives at customer,B
1027,8197,3/10/18 18:56,Payment customer,A
1028,8198,6/19/18 15:46,Order by phone,A
1028,8199,6/19/18 15:48,Start preparing pizza,A
1028,8200,6/19/18 15:48,Start baking pizza,A
1028,8201,6/19/18 15:55,Baking pizza ready,A
1028,8202,6/19/18 15:58,Plan route,A
1028,8203,6/19/18 16:00,Departure pizza,A
1028,8204,6/19/18 16:08,Pizza arrives at customer,A
1028,8205,6/19/18 16:36,Payment customer,A
1029,8206,1/22/18 17:57,Start preparing pizza,A
1029,8207,1/22/18 17:57,Order by phone,B
1029,8208,1/22/18 17:57,Start baking pizza,A
1029,8209,1/22/18 17:59,Baking pizza ready,A
